content,Pays,Provenance
"Vorab, das Gameplay an sich macht spaß. 
Momentan fehlt noch der Content fuers PvP spielen, aber man weiß ja mittlerweile das die Company daran arbeitet.

Aber ich muss sagen dass das Spiel ist so dermaßen gierig ist dass es an dreistigkeit nicht zu überbietet ist.

Es gibt kein Pity System oder sonstiges. Man kann nach 100 Pulls sich eine Standart-EX Karte aussuchen, was meiner Meinung nach viel zu viel ist. Und da es kein Pity System gibt, kann es sein das man nur Duplikate zieht oder Tage/Wochenlang nichts. 

Kommen wir zu den Events.
An sich machen die Events spaß, ändern aber nichts daran wie gierig und frech die Belohnungen sind. 
Zudem wird man gezwungen mit Echtgeld in das Spiel zu investieren, wenn man am letzten Tag des Events immernoch nicht alle Karten gesammelt hat.

Ich selber habe Geld investiert in diesen Spiel und bereue es dermaßen und hatte noch nie das Gefühl so hart abgezogen worden zu sein.

Auch wenn ich weiß das tauschen, ranked, bevorstehende Events vor der Tür stehen ändert nichts an meiner Meinung

Ich liebe den Pokemon Franchise sehr, muss aber sagen das 'Pokemon TcG Pocket' absolut für niemanden etwas ist der nicht bereit ist im Monat mindestens 200€ auszugeben.
(Außer ihr wollt nur Karten sammeln und spielt kein PvP)",de,Apple Store
Also dieses spiel ist glatte 5 sterne wert ich befürchte nur das das wie bei pokemon go damals anfangs nicht so viel drauf haben wird da es nicht so viele karten zum sammeln gibt und der cpu kampf modus auch nach einem tag zocken durchgespielt ist. Ich vergebe die 5 sterne erst wenn in der nächsten zeit neue Packs kommen und neue events.,de,Apple Store
"Am Anfang macht es echt viel Spaß, bloß irgendwann hat man keine Chance mehr gegen reale Gegner, da sie so viele starke/seltene Karten gesammelt haben, dass man keine Chance mehr hat. Das sie die Karten haben, lässt sich nur erklären, dass sie Geld dafür ausgegeben. Also klassisches pay-to-win.
Schade, ich wäre auch bereit für das Spiel zu bezahlen, wenn dann alle die gleichen Chancen haben.",de,Apple Store
"Man kann nur spaß dran haben wenn man gerne viel Geld ausgeben möchte oder es nicht aktiv spielen möchte. Man kommt abgesehen vom Anfang kaum an Karten ran. 

Es gibt viel zu viele Währungen und die ui ist an vielen stellen zu unübersichtlich und umständlich",de,Apple Store
"BITTE führt einen Dunkelmodus ein, dann 5 ⭐️",de,Apple Store
Es sollten mehrspieler Optionen so das man mit sowie gegen Freunde usw. spielen kann. Man könnte eventuell auch mehr Sanduhren droppen lassen.,de,Apple Store
"Sehr guter Einstieg. Spaßiger Kartenkampf. 
Faires F2P Konzept. 
Bitte mehr. Ich bin down für dieses oldschool Game in neu und mega.",de,Apple Store
"Packs öffnen und gegen die CPU spielen macht echt viel Spaß, aber in richtigen Kämpfen geht es nur ums Geld. Als lv. 8 Anfänger mit einer ex im Deck, spielt man gegen lv. 9 mit 4-5 im Deck. Es ist fast unmöglich ordentlich zu spielen wenn man nicht hart Euros verbrennt. Also eigentlich eine genaue Kopie des echten Kartenspiels. Online PVP macht einfach keinen Sinn.",de,Apple Store
Es dauert ca. 10 min dann kommt man erstmal nicht mehr weiter ohne dass man sehr lange wartet oder Echtgeld investiert. Was für ein Witz.,de,Apple Store
"Wer immer mal wieder Zeit hat für kurze Matches ,für den ist dieses Spiel das richtige !!!
Ein must -have für jeden Pokéfan!!!
Einfach toll !",de,Apple Store
"Gutes Spiel , das sammeln macht Spaß und die Kämpfe sind auch cool gestaltet, allerdings ist es bei mir und Freunden von mir aktuell nicht möglich ein privates Match gegen die Freunde zumachen . 

Wir haben mehrfach probiert mit den privaten Matches mit dem Passwort aber wir finden nie ein Spiel mit dem Code .

Das ist sehr schade da es für mich ganz viel ausmacht bei Pokemon auch mit seinen Freunden zu messen .

Bitte und schnellen fix 

Danke",de,Apple Store
"An sich ganz gut. Super Animationen, gutes Konzept. Rund um alles gut. Aber: Ich bin einer der Leute die kein Glück hatten mit den PvE packs und jetzt versucht F2P was zu machen, vllt etwas im PvP Leveln, aber unmöglich. Da ich meine Zeit „verschwende“ für PvP, da verliere (was mich nicht stört) und dafür nichts bekomme ist schon übel. Nicht mal EP oder oder eine Kleinigkeit… Sehr schade… war echt hyped auf das Game. Aber so… zock ich lieber was anderes.",de,Apple Store
An sich ist das Spiel Top. Die Karten sehen klasse aus und auch der Aufbau ist top. Allerdings hat das Spiel überhaupt nichts mit können zu tun. Reines Münzen hin und her werfen entscheidet wer gewinnt. Strategische Deckaufbaue bringen dir dadurch rein garnichts. Zudem kommt das es kein Rankmodus gibt und die Events absolut langweilig sind. Hoffe da wird sich in Zukunft was ändern sonst seh ich das Spiel die nächsten Monate als Tot.,de,Apple Store
Ich spiele Pokémon TCG Pocket seid es draußen ist und es macht Mega viel Spaß zu Spielen vorallen gegen meine Freunde zu Kämpfen macht dass Spiel zu etwas besonderen. Kann auf jeden Fall weiterempfehlen.,de,Apple Store
"Das Game und das Gameplay an sich ist sehr gut, aber es müssen jetzt neue Game Inhalte kommen und nicht in erst in 2-3 Jahren. 
Ein paar Ideen wären: 
- bei jedem Download neuer Inhalte 1 free pack zum ziehen. 
- ranked System rein bringen. 
- Monatliche Battle pass: Erreiche 100wins um alle Belohnungen zu bekommen. Belohnungen: packs, Sanduhren, Karten, Spielmatten, Profil Bilder und co. 
- alle 10wins bei online Matches 1 free pack.
- challenges: Besiege die Arena Leiter / Pokeliga und erhalten dafür Belohnungen. Schwierigkeitsgrad einfach - mittel - schwer. Je schwerer die challenge desto besser die Belohnung.
- Gilden system rausbringen.

Game ist ja jetzt schon tot wenn man nix unternimmt… Andere Games wie Solo Leveling und co schaffen sowas doch auch, warum das Game jetzt nicht….",de,Apple Store
"Hallo Pokemon Company,
mit großer Vorfreude habe ich mich dem Kartensammeln gewidmet und den kämpfen hingegeben. Die Meisterklasse bei den CPU kämpfen ist leider zu stark programmiert, sodas das gesamte Spiel an Spaß verliert. Die Gegner erhalten immer die besten Karten, man selbst zieht komischer Weise nur noch schlechtes. Beim Münzenwerfen nur Pech (10 mal Münze geworfen = 10 mal Niete) z.B. Ich rege an, das Spielsystem zu erleichtern, damit sich nicht weiterhin schleichend eine extremer Frust bei Ihren App-Nutzern ausbreitet. Viele Grüße",de,Apple Store
"Bitte Rank System, und Erweiterung des Kampfsystems",de,Apple Store
es macht tatsächlich spaß zu Spielen!,de,Apple Store
Ich spiele Pokémon TCG Pocket seit dem es Raus gekommen ist. Es macht Mega viel Spaß das Sammeln und das Kämpfen. Mittlerweile habe ich auch schon alle Karten die es bisher gibt im Spiel und ich freue mich auf die Entwicklung des Spiel und aus die Zukünftigen Updates.,de,Apple Store
"Ich habe voller Vorfreude die App schon vorinstallieren lassen, damit ich direkt loslegen bei Release. Die App startet einfach nicht, 2 Sekunden Blackscreen und dann stürzt es auch wieder ab. Ich habe die Systemvoraussetzungen erfüllt, mehrfach de- und neuinstalliert und auch das IPhone mehrfach neugestartet. Bitte fixen, sonst bleibt nur 1 Stern!",de,Apple Store
"Lange drauf gefreut, wurde nicht enttäuscht.
Alle sehr gut gemacht.",de,Apple Store
"Hat Anfangs sehr viel Spaß gemacht, mit der Zeit verliert man allerdings die Lust, da es keine wirklichen möglichkeiten mehr gibt Sanduhren für Packs zu erspielen und somit die Matches ihren Reiz verlieren - damit das ganze Spiel.",de,Apple Store
Macht an sich viel Spaß doch packs öffnen gibt mehr xp als spiele gewinnen und die meisten Missionen wollen packs geöffnet haben sodass durch bezahlen überall enorme Vorteile entstehen.,de,Apple Store
"Online Kämpfe müssen unbedingt verändert werden. Ständig Spieler dabei die nicht verlieren können und die Zeit runterlaufen lassen. Ganze 20min kein Spielzug und nach Ablauf der Zeit passiert dennoch nichts, außer das diese aufblinkt.
Da bleibt einem nichts anderes übrig als aufzugeben und solche Spieler mit einem Sieg zu belohnen. Man muss dringend Reporten können und nach Inaktivität eines Spielers muss dieser verlieren und gebannt werden nach mehrfacher Wiederholung. Ansonsten nimmt es den ehrlichen Spielern den Spaß.",de,Apple Store
"Ein super game für nebenbei und für den Zeitvertreib.
Jedoch wäre es noch super, wenn es mehr Belohnung für online Kämpfe gibt, wie zb ein Pack.
Bis jetzt bekommt man nur maue 15xp.",de,Apple Store
"Eine tolle App, tolles Design! Es fehlt nur der Dark Mode, der weiße Hintergrund erscheint mir zu erleuchtend :D",de,Apple Store
Aber an sich macht es trotzdem sehr spass auch f2play lässt sich ein gutes deck ergrinden. Würde gerne tauschen endlich wann soll das denn kommen wenn schon jeder alle karten hat die es gibt? Wozu dann noch tauschen? Finde die online duelle sind nicht rentabel genug da sollte es mehr anreiz für geben.,de,Apple Store
"Lieblose Gestaltung.
Es ist alles extrem langsam.
Anscheinend Pay2Win, das kann ich nach einem Spielerkampf noch nicht 100%ig sagen, aber wenn der direkt mit krassen Handkarten anfängt und ich mich frage, wo er die her hat. So viel Glück kann man nicht haben, ich habe nicht annähernd etwas, was damit fertig geworden wäre…
Ich habe besseres erwartet, es macht echt keinen Spaß.",de,Apple Store
"Balancing und Greed ist heftig. das Spiel ist die definition von P2Win!
im aktuellen Zustand kann ich es null empfehlen. ex karten sind viel zu möchtig und nicht begrenzt also kann man sich einfach mit echtgeld unbesiegbare decks zusammenkaufen und keiner hat ne chance. Skillbased matchmaking funktioniert überhaupt nicht und die dropraten der Packs sind definitiv nicht zufall. Und die seltenen Karten droppen fast nie 20 Packs in Folge nur commons.",de,Apple Store
Wir haben das Jahr 2024 . Das Spiel läuft super langsam . Keine 120hz . Gegen die Profiliga haste keine Chance . Jetzt weis ich warum nur 20 Karten . Damit der CPU schnell seine Sachen zusammen hat . Lasst die Finger von automatisch spielen . Der spiel sich ein rotz zusammen das ist unfassbar . Premium pass ist auch ein Witz . Dafür 10€ ??? Spiel direkt wieder gelöscht .,de,Apple Store
An sich super Spiel. Auch das kämpfen und zusammenstellen von Decks macht Spaß. Allerdings würde ein Ligensystem einen motivieren das Spiel auf längere Sicht schmackhaft zu machen. So denke ich ist der Reiz in ein paar Tagen bzw. Wochen vorbei.,de,Apple Store
"Gutes Spiel nur müsste man eventuell mehr Belohnungen einbauen 
PVP Modus auf mehr als 45 Siege und bessere Bonis wenn das geändert wird 5*",de,Apple Store
"Pro:
- tolles Gameplay
- tolle Umsetzung der Booster und des Sammelns, einfach wie früher

Kontra:
- Extremer Grind für Booster (Dutzende Spiele gewinnen)
- keine echten Missionen (nur passive Achievements durch das Sammeln von Karten)
- Pokegold viel zu teuer - Booster im TCG Pocket sind teuerer als echte, physische Booster Packs!

Vorschläge:
- Echte Missionen mit ordentlichen Belohnungen einführen, damit Decks bauen, spielen und besser werden sich wirklich lohnen (bspw 1 Booster für 3 Siege gegen andere Spieler)
- Pokegold deutlich günstiger machen (bspw. 0,25€ für 3 Gold = 1 Booster), damit Hemmschwelle niedriger wird",de,Apple Store
"Spiel ist erst seit wenigen Tagen raus. Ich hab ohne groß Zeit zu investieren sämtliche CPU Kämpfe absolviert. Nun steht für mich quasi das Spiel, ich kann täglich 2 Packs öffnen, für mehr fehlt mir einfach die Möglichkeit Items zu sammeln und Erfahrungspunkte zu bekommen für Levelups",de,Apple Store
Nutze das iPhone 15 Pro Max. App lässt sich nicht starten …,de,Apple Store
Wieso haben so gut wie alle Pokémon spiele immer so eine unterdurchschnittliche Grafik? Die größte Franchise der Welt veröffentlicht spiele in minderwertiger Grafik um so viel Geld wie möglich mit so wenig Aufwand wie möglich zu generieren.,de,Apple Store
"Das Spiel macht sehr viel Spaß, hat ein cooles Spielprinzip und pay2win mäßig ist da tatsächlich aktuell noch nicht so viel (Game kam aber auch erst vor 4 Tagen raus)",de,Apple Store
Das Spiel ist der Hammer. Es fehlt allerdings noch an Contenr. Mehr CPU Kämpfe und die Tausch Funktion Fehlen (noch) definitiv,de,Apple Store
Als ich aufgawacht bin war es auf dem Bildschirm es ist neu aber super cool,de,Apple Store
"Lustig gemacht. 24h dauern mir aber zu lange - 12 wäre besser, oder sogar nur 6h.

Mit freundlichen Grüßen",de,Apple Store
"Ich habe schon mehrere Sammelkartenspiele und ihre digitale Adaption gespielt. Sei es Magic, Yu-Gi-Oh oder Heartstone als digitales Einzelkind.
Was mich vor allem überzeugt ist die gelungene Reduktion der Spielmechaniken, wodurch ein angenehmes und kurzweiliges Spielerlebnis gegeben ist. Klar sind die Decks dadurch leicht anders als man es kennt, was ich aber als Pluspunkt empfinde, da es einer App gerecht wird. Wer mit 60 Karten Decks spielen möchte kann gerne auf das Pokémon Onlinespiel zugreifen.

Die von der App gegebenen Belohnungen sind nicht zu viel und auch nicht zu wenig.
Neben täglichen Belohnungen und zu öffnenden Packs, die einen voran bringen aber nicht stundenlang an die App binden bekommt man alle zwölf Stunden einen Boosterpack zum öffnen. Leute mit einem Premiumpass können einen dritten öffnen. Mit zwei mal pro Tag reinschauen kann man alle täglichen Aufgaben erledigen.

Die Kritik von manch anderen hier kann ich nicht nachvollziehen. Alle Karten sind über die erhältlichen Booster erhaltbar. Es gibt aktuell eine Karte, welche nur über einen Premiumpass erhältlich ist und auch hier ist es nur eine andere Version einer Karte, die spielmechanisch identisch zu einer anderen Karte ist, die man aus den eben angesprochenen Boostern erhältlich ist, und somit mehr als Kosmetika zu betrachten.
Pay to win konnte ich soweit nicht erkennen und sah mich nicht genötigt jetzt sofort Geld reinstecken zu müssen.

Das Tauschen von Karten ist aktuell noch nicht möglich, wird aber von der App klar kommuniziert. Die Funktion soll bald kommen also muss man sich lediglich noch ein bisschen gedulden.

Was mich überzeugt ist dass man sich auch an geöffneten Packs anderer Spieler bereichern und so seine Sammlung erweitern kann.
Ebenfalls hat die App eine sehr angenehme Sozialstruktur in der man sich gegenseitig unterstützen kann indem man sich bedankt und dem Gegenüber ein Shopticket schenkt. Das geht ein paarmal pro Tag, sodass man jeden Tag ein bisschen belohnt wird.

Die App läuft in der Regel sehr stabil. Die meisten Fehler kamen in der Regel mit einer nicht ganz guten Netzabdeckung einher. Daher kann man den Entwicklern hier keinen Vorwurf machen. Im Gegenteil, auch bei einer geringen verfügbaren Bandbreite kann man spielen solange die Verbindung stabil bleibt.

Ich bin gespannt was noch alles kommt und hoffe dass das Spielgefühl so bleibt wie es jetzt ist.",de,Apple Store
"Das Spiel an sich ist super und macht Spaß. 
Dennoch wenn man wirklich weiter kommen will muss man leider Geld reinpumpen, um mehr booster öffnen zu können und dementsprechend auch ein gutes Deck sich zusammenstellen . Ich finde das nicht ok da auch eine Menge Kinder das Spiel spielen und diese davon dann abhängig gemacht werden!

Des Weiteren sind die Event Kämpfe unausgeglichen. Das heißt man tritt meistens/nur gegen welche an die 7-10Level über einen stehen. Das ist einfach nur frustrierend dauernd zu verlieren denn. Da man um zu gewinnen wieder mehr Geld ausgeben muss um Booster zu öffnen.

Also Event Kämpfe ausgleichen und besseres Bootser System dann klappt es vielleicht mit mehr Sterne",de,Apple Store
Ich habe die App bei einem Freund gespielt und ich wollte sie selber Runterladen und immer wenn man Download von 486mb beginnt steht da Fehler kann einer helfen?,de,Apple Store
"Also für Kinder kann das Spiel ja schonmal nicht sein so kompliziert wird es startet, ich kapier immernoch nicht mal wie man auf lvl 3 kommt ohne zu bezahlen oder einfach zu warten, die packs sind schlimmer als in real, lasst euch nicht verarschen, hier wird die Sucht des pack öffnens provoziert und das dann auch noch ohne Gegenwert, gebt kein Geld aus dafür",de,Apple Store
"Ich habe mich so gefreut, als ich dieses Spiel gesehen habe, da ich als Kind die Karten gesammelt habe und auch noch heute das Spiel auf meinem Gameboy zocke. 

Leider gibt es bei dem Spiel nicht viel zu tun und nach drei Tagen bin ich schon mit allen Solo Tasks durch und habe auch den Store schon leergeräumt (ohne mit echtem Geld zu zahlen).

Man kann zwar Freunde hinzufügen, aber weder mit ihnen Karten tauschen noch ‚nützliche‘ Geschenke geben und erhalten. Ein Live-Kampf bringt einem lediglich 15 XP, sodass es unfassbar lange dauert zum nächsten Level zu kommen. Und auch der Store bietet einem größtenteils sinnlose Sammelitems und keine Card Packs. 

Das Spiel hat großes Potential, nur leider wurde es nicht ausgeschöpft. Bei den langen Wartezeiten ist wahrscheinlich schon vielen Spielern der Spaß vergangen. Sehr schade.",de,Apple Store
